,0,1
sql-drop,topic_0,0.0
windows-api-code-pack,topic_0,0.0
culling,topic_0,0.0
deployd,topic_0,0.0
pearson-correlation,topic_0,0.0
puredata,topic_0,0.0
ngen,topic_0,0.0
selenium-extent-report,topic_324,0.0008411779
python-cffi,topic_0,0.0
filelist,topic_0,0.0
automapper-2,topic_0,0.0
panning,topic_0,0.0
scenegraph,topic_160,7.977018e-05
urlparse,topic_0,0.0
bootcompleted,topic_0,0.0
pdfrenderer,topic_0,0.0
breakout,topic_0,0.0
xml-libxml,topic_325,0.005773843
wordpress-thesis-theme,topic_0,0.0
mersenne-twister,topic_103,0.002732724
unsupported-class-version,topic_0,0.0
zend-mail,topic_50,0.006295977
nawk,topic_0,0.0
remote-branch,topic_0,0.0
eventargs,topic_98,0.007823771
san,topic_0,0.0
cordova-ios,topic_165,0.0026670173
html-sanitizing,topic_0,0.0
stochastic,topic_0,0.0
muse,topic_0,0.0
diazo,topic_131,0.0050884956
tvirtualstringtree,topic_344,0.0026022305
rightbarbuttonitem,topic_0,0.0
instant,topic_0,0.0
c++builder-2010,topic_0,0.0
ocl,topic_0,0.0
stackframe,topic_0,0.0
ipopt,topic_0,0.0
rewardedvideoad,topic_0,0.0
ldif,topic_0,0.0
collectionfs,topic_0,0.0
rvm-capistrano,topic_0,0.0
android-looper,topic_442,9.87226e-05
multiple-axes,topic_0,0.0
rep,topic_0,0.0
resharper-8.0,topic_0,0.0
angularjs-ng-init,topic_0,0.0
om,topic_428,0.0012166334
zend-auth,topic_149,0.004520941
eoferror,topic_0,0.0
bind-variables,topic_0,0.0
isnullorempty,topic_0,0.0
facebook-sdk-3.1,topic_0,0.0
payum,topic_0,0.0
multiple-versions,topic_0,0.0
grunt-contrib-connect,topic_0,0.0
jquery-selectbox,topic_0,0.0
splitcontainer,topic_4,0.0033620638
rubyzip,topic_234,0.003955957
osx-gatekeeper,topic_0,0.0
virtualpathprovider,topic_0,0.0
selenium-grid2,topic_132,0.0012054193
checkmark,topic_201,0.0031649743
strncpy,topic_6,0.00513347
sql-server-2008r2-express,topic_0,0.0
adwhirl,topic_28,0.0014165113
fdt,topic_0,0.0
iomanip,topic_47,0.0015192013
data-url,topic_0,0.0
kendo-listview,topic_0,0.0
rvo,topic_0,0.0
sqlpackage,topic_0,0.0
nexus-4,topic_0,0.0
hot-module-replacement,topic_0,0.0
pypdf,topic_385,0.0030193743
backlog,topic_0,0.0
screen-density,topic_0,0.0
modal-window,topic_0,0.0
boost-any,topic_0,0.0
matlab-uitable,topic_0,0.0
dimensional,topic_0,0.0
database-cleaner,topic_0,0.0
realbasic,topic_0,0.0
metatable,topic_327,0.0017962996
implicits,topic_332,0.0025428245
computation-expression,topic_0,0.0
rest-assured-jsonpath,topic_462,0.0027826407
multibranch-pipeline,topic_292,0.0032215414
free-monad,topic_0,0.0
unity3d-editor,topic_0,0.0
maven-compiler-plugin,topic_367,0.0060517727
mobilefirst-cli,topic_179,0.0025554474
single-quotes,topic_0,0.0
pass-data,topic_0,0.0
pointer-events,topic_0,0.0
visual-glitch,topic_0,0.0
game-theory,topic_0,0.0
javascript-injection,topic_0,0.0
hssf,topic_112,0.0017724453
maven-resources-plugin,topic_456,0.0043708305
xcode9-beta,topic_224,0.0075384616
tpm,topic_0,0.0
oci8,topic_255,0.0036919499
strawberry-perl,topic_4,0.006846384
beaker,topic_479,0.007316262
2checkout,topic_0,0.0
google-classroom,topic_25,0.008409584
pointcut,topic_449,0.0029425866
angularjs-select2,topic_0,0.0
botan,topic_0,0.0
redirectstandardoutput,topic_0,0.0
swc,topic_71,0.0039642868
qtwidgets,topic_29,0.0034264678
dxgi,topic_0,0.0
oledbdatareader,topic_211,0.0021691974
mbstring,topic_151,0.0007758992
smtp-auth,topic_187,0.004237763
gcc4.9,topic_0,0.0
ar.drone,topic_0,0.0
commerce,topic_0,0.0
configurationmanager,topic_95,0.011575726
syntaxhighlighter,topic_0,0.0
spotipy,topic_0,0.0
static-initialization,topic_110,0.006837607
bulletedlist,topic_0,0.0
angular-cli-v7,topic_0,0.0
xtk,topic_0,0.0
mnemonics,topic_0,0.0
nnet,topic_0,0.0
x-sendfile,topic_0,0.0
parity,topic_0,0.0
data-protection,topic_0,0.0
sigkill,topic_0,0.0
episerver-7,topic_0,0.0
git-merge-conflict,topic_37,0.0020132822
url.action,topic_0,0.0
xbrl,topic_0,0.0
interface-implementation,topic_0,0.0
yaws,topic_277,0.0020737739
copy-elision,topic_355,0.0016702535
adjustment,topic_0,0.0
return-value-optimization,topic_0,0.0
basichttpbinding,topic_428,0.002206283
spamassassin,topic_0,0.0
callout,topic_0,0.0
parseexception,topic_402,0.002685616
sphinxql,topic_0,0.0
construct-2,topic_0,0.0
torrent,topic_0,0.0
e,topic_0,0.0
unauthorizedaccessexcepti,topic_0,0.0
epl,topic_0,0.0
jquery-traversing,topic_247,0.0043868283
srt,topic_0,0.0
columnstore,topic_0,0.0
cloneable,topic_0,0.0
maf,topic_0,0.0
type-alias,topic_0,0.0
progressive-enhancement,topic_0,0.0
facebook-audience-network,topic_441,0.00093328743
tivoli,topic_0,0.0
typesafe-config,topic_476,0.0010751493
metastore,topic_0,0.0
ezpublish,topic_375,0.004175321
apiary,topic_239,0.0025101737
uberjar,topic_0,0.0
camanjs,topic_0,0.0
nedb,topic_425,0.0004796307
rrd,topic_115,0.0020272194
esi,topic_0,0.0
stripslashes,topic_0,0.0
binary-serialization,topic_0,0.0
jsonobjectrequest,topic_490,0.0017840035
remap,topic_0,0.0
sqltransaction,topic_0,0.0
setupapi,topic_0,0.0
jqlite,topic_160,7.655796e-05
control-m,topic_0,0.0
dead-code,topic_0,0.0
panda3d,topic_354,0.004316069
gqlquery,topic_0,0.0
junit-runner,topic_0,0.0
cropperjs,topic_0,0.0
css-calc,topic_481,0.0010934937
openshift-enterprise,topic_0,0.0
balance,topic_0,0.0
webix,topic_456,0.008166552
fits,topic_347,0.006377436
standards-compliance,topic_6,0.008063304
multi-agent,topic_0,0.0
ninject-extensions,topic_150,0.0052360073
openseadragon,topic_0,0.0
smslib,topic_0,0.0
jsctypes,topic_0,0.0
vundle,topic_0,0.0
offline-mode,topic_0,0.0
kombu,topic_0,0.0
mpmediapickercontroller,topic_409,0.0027681903
tf-cli,topic_68,0.0026064697
phar,topic_412,0.0042065503
cs4,topic_0,0.0
suffix,topic_0,0.0
tun,topic_0,0.0
project.json,topic_0,0.0
google-analytics-filters,topic_256,0.0009119694
server.xml,topic_0,0.0
scrapy-pipeline,topic_359,0.0001024733
regasm,topic_0,0.0
malware-detection,topic_0,0.0
papyrus,topic_481,0.0009221253
cadisplaylink,topic_0,0.0
expectations,topic_0,0.0
cellular-automata,topic_0,0.0
onunload,topic_0,0.003808849
capability,topic_0,0.0
xelatex,topic_0,0.0
android-wallpaper,topic_472,0.0032592113
range-v3,topic_438,0.0033469491
lokijs,topic_0,0.0
uisearchbardelegate,topic_0,0.0
inversion,topic_0,0.0
zend-db-select,topic_0,0.0
broadcasting,topic_0,0.0
bsxfun,topic_229,0.0025776955
winhttprequest,topic_0,0.0
expression-blend-4,topic_0,0.0
mongoid3,topic_203,0.0021150939
onerror,topic_247,0.0068052076
wysihtml5,topic_0,0.0
netweaver,topic_0,0.0
xmltextreader,topic_0,0.0
live-sdk,topic_0,0.0
libsass,topic_0,0.0
flipclock,topic_0,0.0
ng-build,topic_0,0.0
recommender-systems,topic_0,0.0
ng-upgrade,topic_239,0.0022059104
disjoint-sets,topic_0,0.0
osrm,topic_0,0.0
cakephp-3.1,topic_0,0.0
perlbrew,topic_267,0.0020438675
drawstring,topic_0,0.0
defaults,topic_0,0.0
parallel-coordinates,topic_0,0.0
responsetext,topic_0,0.0
semantic-mediawiki,topic_0,0.0
emotion,topic_0,0.0
kvc,topic_0,0.0
newrelic-platform,topic_0,0.0
graphdb,topic_0,0.0
xs,topic_0,0.0
reactjs.net,topic_160,7.5487216e-05
unity-networking,topic_166,0.0025144734
freeimage,topic_0,0.0
xslcompiledtransform,topic_0,0.0
cleartimeout,topic_457,0.0017681159
munit,topic_0,0.0
incremental-build,topic_0,0.0
tango,topic_0,0.0
jmc,topic_0,0.0
datapicker,topic_0,0.0
android-thread,topic_0,0.0
getelementsbyname,topic_0,0.0
wma,topic_0,0.0
rstan,topic_43,0.008311529
api-ai,topic_461,0.003498479
inputstreamreader,topic_372,0.0010765422
simplex,topic_0,0.0
php-7.3,topic_0,0.0
database-optimization,topic_69,8.91826e-05
async-ctp,topic_211,0.0023192677
aslr,topic_0,0.0
802.11,topic_0,0.0
namecheap,topic_0,0.0
caffe2,topic_0,0.0
ecb,topic_0,0.0
sobel,topic_0,0.0
tdbgrid,topic_27,0.004010853
angular-changedetection,topic_0,0.0
google-app-engine-php,topic_0,0.0
windows-10-desktop,topic_0,0.0
asp.net-authentication,topic_0,0.0
rserve,topic_0,0.0
rexx,topic_200,0.0019269284
appfog,topic_0,0.0
callgrind,topic_0,0.0
eclipse-virgo,topic_0,0.0
ash,topic_0,0.0
graphael,topic_280,0.007624608
argumentexception,topic_232,0.0041227187
android-account,topic_0,0.0
onvif,topic_128,0.009592664
law-of-demeter,topic_0,0.0
project-server,topic_0,0.0
multiple-value,topic_0,0.0
emplace,topic_0,0.0
pimcore,topic_0,0.0
ryu,topic_0,0.0
messageui,topic_0,0.0
itemizedoverlay,topic_132,0.0014508341
createuserwizard,topic_0,0.0
zfcuser,topic_58,0.006933353
synapse,topic_14,0.0030479545
frameworkelement,topic_0,0.0
xnu,topic_309,0.0023636937
cockroachdb,topic_0,0.0
timedelay,topic_0,0.0
vcl-styles,topic_226,0.0030775762
bytea,topic_0,0.0
end-of-line,topic_0,0.0
pocketpc,topic_0,0.0
diagramming,topic_0,0.0
xps,topic_223,0.011755394
rml,topic_0,0.0
enyo,topic_448,0.0072017997
vmware-fusion,topic_0,0.0
rootview,topic_0,0.0
assembla,topic_0,0.0
otool,topic_0,0.0
file-encodings,topic_0,0.0
dendextend,topic_0,0.0
intel-pin,topic_0,0.0
log4cplus,topic_0,0.0
nspasteboard,topic_0,0.0
mod-perl2,topic_0,0.0
uiactivity,topic_0,0.0
castor,topic_0,0.0
slidingpanelayout,topic_0,0.0
biztalk2006r2,topic_0,0.0
saxparseexception,topic_0,0.0
treetableview,topic_0,0.0
bootstrap-switch,topic_0,0.0
nscell,topic_408,0.0011476788
orientdb-2.1,topic_310,0.0048849327
nsstringencoding,topic_0,0.0
multiple-views,topic_0,0.0
pdftron,topic_0,0.0
xinput,topic_0,0.0
autopostback,topic_260,0.011808407
error-checking,topic_0,0.0
mindstorms,topic_0,0.0
pairing,topic_0,0.0
android-anr-dialog,topic_274,0.0020078605
android-configchanges,topic_98,0.008989014
timeago,topic_0,0.0
isa,topic_0,0.0
android-actionmode,topic_142,0.003509047
vmware-player,topic_141,0.005789545
omnicomplete,topic_0,0.0
image-caching,topic_0,0.0
lcm,topic_0,0.0
ajax-upload,topic_0,0.0
filter-var,topic_0,0.0
busyindicator,topic_0,0.0
smime,topic_0,0.0
post-processing,topic_0,0.0
column-count,topic_0,0.0
xuggle,topic_0,0.0
procedures,topic_205,0.0004269543
angularjs-ng-form,topic_208,0.0015109193
android-runtime,topic_0,0.0
addressing,topic_0,0.0
sonata-media-bundle,topic_375,0.0038997922
projectile,topic_0,0.0
zenity,topic_0,0.0
stochastic-process,topic_0,0.0
shim,topic_0,0.0
localizable.strings,topic_224,0.0084
zend-gdata,topic_0,0.0
pressed,topic_0,0.0
nsbezierpath,topic_0,0.0
telerik-open-access,topic_0,0.0
jquery-blockui,topic_415,0.0045464817
cgpath,topic_255,0.0051965457
description-logic,topic_17,0.002158848
startactivityforresult,topic_274,0.0013612614
ag-grid-angular,topic_411,0.005481643
thunderbird-addon,topic_257,0.0009970604
angular-router-guards,topic_0,0.0
react-navigation-stack,topic_134,0.0016931492
quickblox-android,topic_173,0.004680698
discriminated-union,topic_22,0.004786577
mpnowplayinginfocenter,topic_0,0.0
currentlocation,topic_263,0.0044257743
structural-search,topic_0,0.0
network-share,topic_0,0.0
background-size,topic_482,0.0014618923
biginsights,topic_0,0.0
office-2016,topic_0,0.0
getenv,topic_0,0.0
kong,topic_0,0.0
jtag,topic_0,0.0
chord-diagram,topic_0,0.0
google-identity-toolkit,topic_0,0.0
node-pdfkit,topic_0,0.0
hyperthreading,topic_0,0.0
css-filters,topic_481,0.0016973633
one-definition-rule,topic_452,0.005521588
ansible-template,topic_51,0.0026661884
jquery-multiselect,topic_0,0.0
createobject,topic_0,0.0
simplecart,topic_0,0.0
policies,topic_0,0.0
systemtime,topic_0,0.0
cyclic-reference,topic_0,0.0
apache-httpcomponents,topic_195,0.005241868
recurring-events,topic_0,0.0
findby,topic_0,0.0
optional-parameters,topic_326,0.014446498
celltable,topic_429,0.0023853425
compose,topic_0,0.0
xcdatamodel,topic_0,0.0
eye-tracking,topic_0,0.0
azure-managed-identity,topic_0,0.0
cancellationtokensource,topic_232,0.0045621963
autoformatting,topic_0,0.0
logstash-file,topic_217,0.0008994559
mpld3,topic_0,0.0
symfony3.x,topic_311,0.0011756899
c++-faq,topic_0,0.0
android-googleapiclient,topic_0,0.0
spark-avro,topic_0,0.0
database-tuning,topic_0,0.0
quantlib,topic_435,0.005340977
uialertaction,topic_373,0.0002296068
unused-variables,topic_0,0.0
gml,topic_156,0.0058907317
unidata,topic_0,0.0
universe,topic_0,0.0
floyd-warshall,topic_0,0.0
multi-table,topic_0,0.0
rrule,topic_0,0.0
powershell-1.0,topic_0,0.0
windows-mobile-6,topic_295,0.0052246847
viewdata,topic_237,0.0101484815
showmodaldialog,topic_0,0.0
data-transfer-objects,topic_0,0.0
portaudio,topic_103,0.0073921164
perl-data-structures,topic_109,0.009802702
speaker,topic_0,0.0
linqdatasource,topic_0,0.0
google-oauth-java-client,topic_0,0.0
client-side-scripting,topic_0,0.0
persistent-connection,topic_0,0.0
borderless,topic_0,0.0
cassandra-cli,topic_0,0.0
android-gesture,topic_38,0.0031246413
zpl-ii,topic_135,0.0011384556
sphinx4,topic_60,0.0022653684
sites,topic_0,0.0
google-data-api,topic_479,0.015430662
web-user-controls,topic_9,0.0036026048
quartz-composer,topic_0,0.0
ninject-2,topic_184,0.004920761
hotlinking,topic_0,0.0
text-indent,topic_0,0.0
double-checked-locking,topic_0,0.0
tweetsharp,topic_429,0.0027485928
updateprogress,topic_0,0.0
saiku,topic_308,0.003844398
gulp-concat,topic_45,0.0042871116
lower-bound,topic_0,0.0
livechat,topic_0,0.0
themeroller,topic_0,0.0
spry,topic_0,0.0
jquery-slider,topic_170,0.0015276375
home-button,topic_0,0.0
imagettftext,topic_231,0.0028454985
websub,topic_0,0.0
emma,topic_462,0.0051045795
cons,topic_0,0.0
grunt-contrib-uglify,topic_218,0.0036488823
sys.path,topic_0,0.0
mura,topic_0,0.0
java-client,topic_0,0.0
fcntl,topic_0,0.0
touchstart,topic_0,0.0
du,topic_0,0.0
git-tfs,topic_142,0.0032934074
mql,topic_401,0.0027765115
deferred-execution,topic_0,0.0
gin,topic_145,0.0037030578
stringi,topic_0,0.0
requestjs,topic_0,0.0
flask-restless,topic_0,0.0
phpthumb,topic_0,0.0
axwindowsmediaplayer,topic_0,0.0
atk4,topic_51,0.004650885
azure-app-service-plans,topic_362,0.007215708
fdf,topic_0,0.0
angular2-router,topic_183,0.0019008237
sqlmembershipprovider,topic_0,0.0
transclusion,topic_0,0.0
object-initializers,topic_370,0.004214123
fitnesse-slim,topic_0,0.0
pathgeometry,topic_0,0.0
imagedownload,topic_0,0.0
scaletransform,topic_0,0.0
android-internet,topic_38,0.0027547858
batterymanager,topic_0,0.0
javascript-intellisense,topic_0,0.0
google-cloud-console,topic_0,0.0
websphere-6.1,topic_232,0.0059643397
apache-wink,topic_0,0.0
uideviceorientation,topic_0,0.0
symbolicate,topic_0,0.0
extjs-grid,topic_0,0.0
jetpack,topic_0,0.0
.when,topic_230,0.009520746
immediate-window,topic_0,0.0
sunspot-solr,topic_234,0.009296499
openbsd,topic_0,0.0
3nf,topic_183,0.002634475
timed,topic_0,0.0
dlna,topic_0,0.0
illegal-characters,topic_0,0.0
catextlayer,topic_0,0.0
zipper,topic_0,0.0
conversion-operator,topic_0,0.0
base-conversion,topic_0,0.0
memory-fences,topic_0,0.0
ruby-1.8.7,topic_131,0.007300885
cloudfoundry-uaa,topic_0,0.0
vitamio,topic_0,0.0
zingchart,topic_0,0.0
h.265,topic_0,0.0
maven-cargo,topic_0,0.0
formidable,topic_398,0.006883154
raft,topic_0,0.0
consensus,topic_0,0.0
subtype,topic_0,0.0
mongo-c-driver,topic_0,0.0
meteor-publications,topic_0,0.0
bullet,topic_0,0.0
ember-components,topic_117,0.003944966
wcf-endpoint,topic_176,0.000502435
advanced-search,topic_0,0.0
background-fetch,topic_310,0.0059704734
nstimeinterval,topic_208,0.0044692736
pgi,topic_0,0.0
django-login,topic_94,0.0028920488
opentbs,topic_0,0.0
woocommerce-bookings,topic_0,0.0
asp.net-core-viewcomponent,topic_64,0.0034112935
icon-fonts,topic_233,0.0029725172
epplus-4,topic_0,0.0
elfinder,topic_0,0.0
detail,topic_0,0.0
uilongpressgesturerecogni,topic_0,0.0
test-explorer,topic_0,0.0
flying-saucer,topic_55,0.00804342
session-hijacking,topic_0,0.0
pins,topic_0,0.0
vacuum,topic_410,0.0029064864
ember-cli-mirage,topic_0,0.0
access-point,topic_0,0.0
couchbase-sync-gateway,topic_468,0.002309877
columnsorting,topic_0,0.0
screen-lock,topic_0,0.0
catch-block,topic_0,0.0
angular-moment,topic_250,0.0036147865
xmlnodelist,topic_0,0.0
tensorflow-gpu,topic_390,0.0042532803
constructor-overloading,topic_0,0.0
serviceloader,topic_0,0.0
html5-template,topic_0,0.0
robobrowser,topic_0,0.0
towers-of-hanoi,topic_67,0.006243372
jstack,topic_0,0.0
libtiff.net,topic_0,0.0
ng-bind-html,topic_100,0.0055060615
capture-group,topic_0,0.0
barcode-printing,topic_0,0.0
linq-to-dataset,topic_383,0.0018784208
aspectj-maven-plugin,topic_0,0.0
hypermedia,topic_0,0.0
upcasting,topic_0,0.0
orchardcms-1.9,topic_0,0.0
shutdown-hook,topic_0,0.0
dexguard,topic_0,0.0
rooted-device,topic_0,0.0
ccnet-config,topic_0,0.0
database-versioning,topic_0,0.0
360-panorama,topic_0,0.0
google-api-js-client,topic_0,0.0
tasklist,topic_0,0.0
spark-view-engine,topic_25,0.005606389
james,topic_0,0.0
quicklisp,topic_197,0.002025085
generator-expression,topic_0,0.0
segments,topic_0,0.0
local-network,topic_0,0.0
sql-limit,topic_193,0.00096100965
firebird2.1,topic_0,0.0
shieldui,topic_280,0.0093238065
ikvm,topic_360,0.0072404146
winusb,topic_0,0.0
ecslidingviewcontroller,topic_323,0.0006048819
symfony-2.2,topic_129,0.0035665561
accelerated-mobile-page,topic_0,0.0
apache-commons-beanutils,topic_345,0.0022708622
azure-cosmosdb-mongoapi,topic_20,0.0013746769
moodle-api,topic_101,0.0016741469
touchableopacity,topic_53,0.0011114549
maven-bundle-plugin,topic_0,0.0
worldpay,topic_0,0.0
imei,topic_490,0.003749711
kobold2d,topic_0,0.0
pointer-arithmetic,topic_209,0.007377455
didreceivememorywarning,topic_0,0.0
django-formwizard,topic_94,0.0044493056
query-cache,topic_0,0.0
opennetcf,topic_0,0.0
template-haskell,topic_236,0.00426609
ansible-tower,topic_51,0.0013032042
feign,topic_407,0.002509006
broccolijs,topic_0,0.0
winscp-net,topic_349,0.000220284
android-api-levels,topic_335,0.003440406
hyphen,topic_0,0.0
freepbx,topic_0,0.0
data-files,topic_0,0.0
amd-processor,topic_489,0.006243756
sanic,topic_0,0.0
peoplepicker,topic_0,0.0
ember-old-router,topic_343,0.002579296
derived-types,topic_0,0.0
pci,topic_1,0.008824967
sleep-mode,topic_98,0.008267673
rotational-matrices,topic_228,0.004298832
stackexchange-api,topic_0,0.0
abstract-methods,topic_0,0.0
chainer,topic_0,0.0
razorpay,topic_0,0.0
bluestacks,topic_397,0.0018604652
raven,topic_37,0.0011387343
fody,topic_0,0.0
watson-studio,topic_0,0.0
bootstrap-carousel,topic_0,0.0
after-effects,topic_167,0.0072770654
acpi,topic_0,0.0
outlook-calendar,topic_0,0.0
jvm-bytecode,topic_0,0.0
splinter,topic_193,0.0017608177
polymer-3.x,topic_260,0.010244379
captiveportal,topic_0,0.0
asyncdisplaykit,topic_310,0.0036546534
aspose.pdf,topic_456,0.0031343456
mixer,topic_0,0.0
functools,topic_270,0.0036585128
spring-boot-admin,topic_0,0.0
columnname,topic_183,0.0039350386
side-menu,topic_0,0.0
fullcalendar-3,topic_100,0.0038518799
formcollection,topic_353,0.0048432397
gstreamer-1.0,topic_0,0.0
hypervisor,topic_0,0.0
chipmunk,topic_38,0.00378783
umask,topic_0,0.0
pycassa,topic_193,0.000700607
python-db-api,topic_0,0.0
lampp,topic_149,0.0058978773
activitygroup,topic_212,0.0015246716
source-control-explorer,topic_0,0.0
array-intersect,topic_43,0.0063619106
android-mvvm,topic_491,0.005594123
stan,topic_43,0.012056847
opendata,topic_0,0.0
sysctl,topic_0,0.0
mlcp,topic_375,0.002352592
sgml,topic_0,0.0
batch-updates,topic_0,0.0
quickfixj,topic_30,0.0036993932
spelling,topic_0,0.0
report-viewer2010,topic_0,0.0
google-now,topic_0,0.0
zend-pdf,topic_493,0.0019317167
voicexml,topic_0,0.0
tiling,topic_0,0.0
dotnetnuke-5,topic_54,0.0038467778
petrel,topic_96,0.001546989
ocean,topic_96,0.0018206871
komodoedit,topic_0,0.0
hardware-interface,topic_0,0.0
ocunit,topic_315,0.005995399
mediacontroller,topic_259,0.0025079965
glassfish-embedded,topic_0,0.0
textmatebundles,topic_335,0.0024204627
zend-framework-mvc,topic_0,0.0
sql-in,topic_0,0.0
datamember,topic_0,0.0
data-entry,topic_0,0.0
nsmutabledata,topic_0,0.0
intrusion-detection,topic_0,0.0
virtual-serial-port,topic_0,0.0
dijit.layout,topic_165,0.0029094734
tabcontainer,topic_0,0.0
colon,topic_0,0.0
ng-map,topic_224,0.0059384615
stax,topic_139,0.00720003
angular2-jwt,topic_0,0.0
mysqli-multi-query,topic_41,0.0030326582
observablelist,topic_151,0.0010728483
nsinvocation,topic_208,0.0018283393
hadoop-plugins,topic_0,0.0
listgrid,topic_0,0.0
ext4,topic_377,0.007687945
civicrm,topic_0,0.0
active-form,topic_151,0.0007615307
puts,topic_0,0.0
play-slick,topic_0,0.0
ruby-datamapper,topic_99,0.003831905
jflex,topic_0,0.0
double-pointer,topic_422,0.0026342603
garmin,topic_0,0.0
listselectionlistener,topic_142,0.0027052988
ondestroy,topic_58,0.010853782
systemtap,topic_0,0.0
having-clause,topic_99,0.003879605
eclim,topic_0,0.0
elementhost,topic_0,0.0
isomorphism,topic_0,0.0
ipython-parallel,topic_122,0.0006793839
jquery-mobile-listview,topic_29,0.004522938
uninstaller,topic_0,0.0
motorola-emdk,topic_0,0.0
w3-total-cache,topic_0,0.0
csv-import,topic_0,0.0
xvfb,topic_318,0.009551325
scrollspy,topic_118,0.0034355437
arraycollection,topic_133,0.0044701295
sql-server-2005-express,topic_0,0.0
project-reference,topic_0,0.0
function-handle,topic_36,0.0021472243
android-websettings,topic_0,0.0
teamcity-7.0,topic_0,0.0
eventual-consistency,topic_0,0.0
ota,topic_476,0.002002002
window.opener,topic_0,0.0
ln,topic_0,0.0
wireless-connection,topic_0,0.0
xml2,topic_467,0.0026160274
flood-fill,topic_272,0.0037496197
mpfr,topic_0,0.0
pisa,topic_0,0.0
ng2-bootstrap,topic_140,0.0048299306
unwrap,topic_0,0.0
dead-letter,topic_0,0.0
node-async,topic_440,0.0021361078
htmlpurifier,topic_253,0.0106426645
cmder,topic_0,0.0
neuroscience,topic_0,0.0
qevent,topic_0,0.0
flask-security,topic_130,0.0038200065
retaincount,topic_476,0.0010566121
executequery,topic_0,0.0
cortana-intelligence,topic_0,0.0
fresco,topic_442,0.00026062765
pg-search,topic_483,0.0014235561
onmousedown,topic_0,0.0
lru,topic_0,0.0
facebook-iframe,topic_221,0.00432657
gamepad,topic_0,0.0
wso2dss,topic_349,0.00054971775
scylla,topic_0,0.0
java.util.calendar,topic_0,0.0
cyrillic,topic_38,0.005739137
xcode9.2,topic_0,0.0
doctrine-1.2,topic_371,0.008799782
angularjs-1.6,topic_438,0.0041639213
exacttarget,topic_0,0.0
pyscripter,topic_396,0.00080991996
insert-select,topic_0,0.0
vpython,topic_132,0.001811738
xsd-1.1,topic_341,0.0025357963
libspotify,topic_420,0.0045184465
