tag,topic,propensity
fragment-lifecycle,topic_0,0.0
groupwise-maximum,topic_0,0.0
sql-drop,topic_0,0.0
windows-api-code-pack,topic_0,0.0
culling,topic_0,0.0
deployd,topic_0,0.0
pearson-correlation,topic_0,0.0
puredata,topic_0,0.0
ngen,topic_0,0.0
selenium-extent-report,topic_0,0.0
python-cffi,topic_0,0.0
filelist,topic_0,0.0
automapper-2,topic_0,0.0
panning,topic_0,0.0
scenegraph,topic_0,0.0
urlparse,topic_0,0.0
bootcompleted,topic_0,0.0
pdfrenderer,topic_0,0.0
breakout,topic_0,0.0
xml-libxml,topic_0,0.0
wordpress-thesis-theme,topic_0,0.0
mersenne-twister,topic_0,0.0
unsupported-class-version,topic_0,0.0
zend-mail,topic_0,0.0
nawk,topic_0,0.0
remote-branch,topic_0,0.0
eventargs,topic_0,0.0
san,topic_0,0.0
cordova-ios,topic_0,0.0
html-sanitizing,topic_0,0.0
stochastic,topic_0,0.0
muse,topic_0,0.0
diazo,topic_0,0.0
tvirtualstringtree,topic_0,0.0
rightbarbuttonitem,topic_0,0.0
instant,topic_0,0.0
c++builder-2010,topic_0,0.0
ocl,topic_0,0.0
stackframe,topic_0,0.0
ipopt,topic_0,0.0
rewardedvideoad,topic_0,0.0
ldif,topic_0,0.0
collectionfs,topic_0,0.0
rvm-capistrano,topic_0,0.0
android-looper,topic_0,0.0
multiple-axes,topic_0,0.0
rep,topic_0,0.0
resharper-8.0,topic_0,0.0
angularjs-ng-init,topic_0,0.0
om,topic_0,0.0
zend-auth,topic_0,0.0
eoferror,topic_0,0.0
bind-variables,topic_0,0.0
isnullorempty,topic_0,0.0
facebook-sdk-3.1,topic_0,0.0
payum,topic_0,0.0
multiple-versions,topic_0,0.0
grunt-contrib-connect,topic_0,0.0
jquery-selectbox,topic_0,0.0
splitcontainer,topic_0,0.0
rubyzip,topic_0,0.0
osx-gatekeeper,topic_0,0.0
virtualpathprovider,topic_0,0.0
selenium-grid2,topic_0,0.0
checkmark,topic_0,0.0
strncpy,topic_0,0.0
sql-server-2008r2-express,topic_0,0.0
adwhirl,topic_0,0.0
fdt,topic_0,0.0
iomanip,topic_0,0.0
data-url,topic_0,0.0
kendo-listview,topic_0,0.0
rvo,topic_0,0.0
sqlpackage,topic_0,0.0
nexus-4,topic_0,0.0
hot-module-replacement,topic_0,0.0
pypdf,topic_0,0.0
backlog,topic_0,0.0
screen-density,topic_0,0.0
modal-window,topic_0,0.0
boost-any,topic_0,0.0
matlab-uitable,topic_0,0.0
dimensional,topic_0,0.0
database-cleaner,topic_0,0.0
realbasic,topic_0,0.0
metatable,topic_0,0.0
implicits,topic_0,0.0
computation-expression,topic_0,0.0
rest-assured-jsonpath,topic_0,0.0
multibranch-pipeline,topic_0,0.0
free-monad,topic_0,0.0
unity3d-editor,topic_0,0.0
maven-compiler-plugin,topic_0,0.0
mobilefirst-cli,topic_0,0.0
single-quotes,topic_0,0.0
pass-data,topic_0,0.0
pointer-events,topic_0,0.0
visual-glitch,topic_0,0.0
game-theory,topic_0,0.0
javascript-injection,topic_0,0.0
hssf,topic_0,0.0
maven-resources-plugin,topic_0,0.0
xcode9-beta,topic_0,0.0
tpm,topic_0,0.0
oci8,topic_0,0.0
strawberry-perl,topic_0,0.0
beaker,topic_0,0.0
2checkout,topic_0,0.0
google-classroom,topic_0,0.0
pointcut,topic_0,0.0
angularjs-select2,topic_0,0.0
botan,topic_0,0.0
redirectstandardoutput,topic_0,0.0
swc,topic_0,0.0
qtwidgets,topic_0,0.0
dxgi,topic_0,0.0
oledbdatareader,topic_0,0.0
mbstring,topic_0,0.0
smtp-auth,topic_0,0.0
gcc4.9,topic_0,0.0
ar.drone,topic_0,0.0
commerce,topic_0,0.0
configurationmanager,topic_0,0.0
syntaxhighlighter,topic_0,0.0
spotipy,topic_0,0.0
static-initialization,topic_0,0.0
bulletedlist,topic_0,0.0
angular-cli-v7,topic_0,0.0
xtk,topic_0,0.0
mnemonics,topic_0,0.0
nnet,topic_0,0.0
x-sendfile,topic_0,0.0
parity,topic_0,0.0
data-protection,topic_0,0.0
sigkill,topic_0,0.0
episerver-7,topic_0,0.0
git-merge-conflict,topic_0,0.0
url.action,topic_0,0.0
xbrl,topic_0,0.0
interface-implementation,topic_0,0.0
yaws,topic_0,0.0
copy-elision,topic_0,0.0
adjustment,topic_0,0.0
return-value-optimization,topic_0,0.0
basichttpbinding,topic_0,0.0
spamassassin,topic_0,0.0
callout,topic_0,0.0
parseexception,topic_0,0.0
sphinxql,topic_0,0.0
construct-2,topic_0,0.0
torrent,topic_0,0.0
e,topic_0,0.0
unauthorizedaccessexcepti,topic_0,0.0
epl,topic_0,0.0
jquery-traversing,topic_0,0.0
srt,topic_0,0.0
columnstore,topic_0,0.0
cloneable,topic_0,0.0
maf,topic_0,0.0
type-alias,topic_0,0.0
progressive-enhancement,topic_0,0.0
facebook-audience-network,topic_0,0.0
tivoli,topic_0,0.0
typesafe-config,topic_0,0.0
metastore,topic_0,0.0
ezpublish,topic_0,0.0
apiary,topic_0,0.0
uberjar,topic_0,0.0
camanjs,topic_0,0.0
nedb,topic_0,0.0
rrd,topic_0,0.0
esi,topic_0,0.0
stripslashes,topic_0,0.0
binary-serialization,topic_0,0.0
jsonobjectrequest,topic_0,0.0
remap,topic_0,0.0
sqltransaction,topic_0,0.0
setupapi,topic_0,0.0
jqlite,topic_0,0.0
control-m,topic_0,0.0
dead-code,topic_0,0.0
panda3d,topic_0,0.0
gqlquery,topic_0,0.0
junit-runner,topic_0,0.0
cropperjs,topic_0,0.0
css-calc,topic_0,0.0
openshift-enterprise,topic_0,0.0
balance,topic_0,0.0
webix,topic_0,0.0
fits,topic_0,0.0
standards-compliance,topic_0,0.0
multi-agent,topic_0,0.0
ninject-extensions,topic_0,0.0
openseadragon,topic_0,0.0
smslib,topic_0,0.0
jsctypes,topic_0,0.0
vundle,topic_0,0.0
offline-mode,topic_0,0.0
kombu,topic_0,0.0
mpmediapickercontroller,topic_0,0.0
tf-cli,topic_0,0.0
phar,topic_0,0.0
cs4,topic_0,0.0
suffix,topic_0,0.0
tun,topic_0,0.0
project.json,topic_0,0.0
google-analytics-filters,topic_0,0.0
server.xml,topic_0,0.0
scrapy-pipeline,topic_0,0.0
regasm,topic_0,0.0
malware-detection,topic_0,0.0
papyrus,topic_0,0.0
cadisplaylink,topic_0,0.0
expectations,topic_0,0.0
cellular-automata,topic_0,0.0
onunload,topic_0,0.0
capability,topic_0,0.0
xelatex,topic_0,0.0
android-wallpaper,topic_0,0.0
range-v3,topic_0,0.0
lokijs,topic_0,0.0
uisearchbardelegate,topic_0,0.0
inversion,topic_0,0.0
zend-db-select,topic_0,0.0
broadcasting,topic_0,0.0
bsxfun,topic_0,0.0
winhttprequest,topic_0,0.0
expression-blend-4,topic_0,0.0
mongoid3,topic_0,0.0
onerror,topic_0,0.0
wysihtml5,topic_0,0.0
netweaver,topic_0,0.0
xmltextreader,topic_0,0.0
live-sdk,topic_0,0.0
libsass,topic_0,0.0
flipclock,topic_0,0.0
ng-build,topic_0,0.0
recommender-systems,topic_0,0.0
ng-upgrade,topic_0,0.0
disjoint-sets,topic_0,0.0
osrm,topic_0,0.0
cakephp-3.1,topic_0,0.0
perlbrew,topic_0,0.0
drawstring,topic_0,0.0
defaults,topic_0,0.0
parallel-coordinates,topic_0,0.0
responsetext,topic_0,0.0
semantic-mediawiki,topic_0,0.0
emotion,topic_0,0.0
kvc,topic_0,0.0
newrelic-platform,topic_0,0.0
graphdb,topic_0,0.0
xs,topic_0,0.0
reactjs.net,topic_0,0.0
unity-networking,topic_0,0.0
freeimage,topic_0,0.0
xslcompiledtransform,topic_0,0.0
cleartimeout,topic_0,0.0
munit,topic_0,0.0
incremental-build,topic_0,0.0
tango,topic_0,0.0
jmc,topic_0,0.0
datapicker,topic_0,0.0
android-thread,topic_0,0.0
getelementsbyname,topic_0,0.0
wma,topic_0,0.0
rstan,topic_0,0.0
api-ai,topic_0,0.0
inputstreamreader,topic_0,0.0
simplex,topic_0,0.0
php-7.3,topic_0,0.0
database-optimization,topic_0,0.0
async-ctp,topic_0,0.0
aslr,topic_0,0.0
802.11,topic_0,0.0
namecheap,topic_0,0.0
caffe2,topic_0,0.0
ecb,topic_0,0.0
sobel,topic_0,0.0
tdbgrid,topic_0,0.0
angular-changedetection,topic_0,0.0
google-app-engine-php,topic_0,0.0
windows-10-desktop,topic_0,0.0
asp.net-authentication,topic_0,0.0
rserve,topic_0,0.0
rexx,topic_0,0.0
appfog,topic_0,0.0
callgrind,topic_0,0.0
eclipse-virgo,topic_0,0.0
ash,topic_0,0.0
graphael,topic_0,0.0
argumentexception,topic_0,0.0
android-account,topic_0,0.0
onvif,topic_0,0.0
law-of-demeter,topic_0,0.0
project-server,topic_0,0.0
multiple-value,topic_0,0.0
emplace,topic_0,0.0
pimcore,topic_0,0.0
ryu,topic_0,0.0
messageui,topic_0,0.0
itemizedoverlay,topic_0,0.0
createuserwizard,topic_0,0.0
zfcuser,topic_0,0.0
synapse,topic_0,0.0
frameworkelement,topic_0,0.0
xnu,topic_0,0.0
cockroachdb,topic_0,0.0
timedelay,topic_0,0.0
vcl-styles,topic_0,0.0
bytea,topic_0,0.0
end-of-line,topic_0,0.0
pocketpc,topic_0,0.0
diagramming,topic_0,0.0
xps,topic_0,0.0
rml,topic_0,0.0
enyo,topic_0,0.0
vmware-fusion,topic_0,0.0
rootview,topic_0,0.0
assembla,topic_0,0.0
otool,topic_0,0.0
file-encodings,topic_0,0.0
dendextend,topic_0,0.0
intel-pin,topic_0,0.0
log4cplus,topic_0,0.0
nspasteboard,topic_0,0.0
mod-perl2,topic_0,0.0
uiactivity,topic_0,0.0
castor,topic_0,0.0
slidingpanelayout,topic_0,0.0
biztalk2006r2,topic_0,0.0
saxparseexception,topic_0,0.0
treetableview,topic_0,0.0
bootstrap-switch,topic_0,0.0
nscell,topic_0,0.0
orientdb-2.1,topic_0,0.0
nsstringencoding,topic_0,0.0
multiple-views,topic_0,0.0
pdftron,topic_0,0.0
xinput,topic_0,0.0
autopostback,topic_0,0.0
error-checking,topic_0,0.0
mindstorms,topic_0,0.0
pairing,topic_0,0.0
android-anr-dialog,topic_0,0.0
android-configchanges,topic_0,0.0
timeago,topic_0,0.0
isa,topic_0,0.0
android-actionmode,topic_0,0.0
vmware-player,topic_0,0.0
omnicomplete,topic_0,0.0
image-caching,topic_0,0.0
lcm,topic_0,0.0
ajax-upload,topic_0,0.0
filter-var,topic_0,0.0
busyindicator,topic_0,0.0
smime,topic_0,0.0
post-processing,topic_0,0.0
column-count,topic_0,0.0
xuggle,topic_0,0.0
procedures,topic_0,0.0
angularjs-ng-form,topic_0,0.0
android-runtime,topic_0,0.0
addressing,topic_0,0.0
sonata-media-bundle,topic_0,0.0
projectile,topic_0,0.0
zenity,topic_0,0.0
stochastic-process,topic_0,0.0
shim,topic_0,0.0
localizable.strings,topic_0,0.0
zend-gdata,topic_0,0.0
pressed,topic_0,0.0
nsbezierpath,topic_0,0.0
telerik-open-access,topic_0,0.0
jquery-blockui,topic_0,0.0
cgpath,topic_0,0.0
description-logic,topic_0,0.0
startactivityforresult,topic_0,0.0
ag-grid-angular,topic_0,0.0
thunderbird-addon,topic_0,0.0
angular-router-guards,topic_0,0.0
react-navigation-stack,topic_0,0.0
quickblox-android,topic_0,0.0
discriminated-union,topic_0,0.0
mpnowplayinginfocenter,topic_0,0.0
currentlocation,topic_0,0.0
structural-search,topic_0,0.0
network-share,topic_0,0.0
background-size,topic_0,0.0
biginsights,topic_0,0.0
office-2016,topic_0,0.0
getenv,topic_0,0.0
kong,topic_0,0.0
jtag,topic_0,0.0
chord-diagram,topic_0,0.0
google-identity-toolkit,topic_0,0.0
node-pdfkit,topic_0,0.0
hyperthreading,topic_0,0.0
css-filters,topic_0,0.0
one-definition-rule,topic_0,0.0
ansible-template,topic_0,0.0
jquery-multiselect,topic_0,0.0
createobject,topic_0,0.0
simplecart,topic_0,0.0
policies,topic_0,0.0
systemtime,topic_0,0.0
cyclic-reference,topic_0,0.0
apache-httpcomponents,topic_0,0.0
recurring-events,topic_0,0.0
findby,topic_0,0.0
optional-parameters,topic_996,0.7118134
celltable,topic_0,0.0
compose,topic_0,0.0
xcdatamodel,topic_0,0.0
eye-tracking,topic_0,0.0
azure-managed-identity,topic_0,0.0
cancellationtokensource,topic_0,0.0
autoformatting,topic_0,0.0
logstash-file,topic_0,0.0
mpld3,topic_0,0.0
symfony3.x,topic_0,0.0
c++-faq,topic_0,0.0
android-googleapiclient,topic_0,0.0
spark-avro,topic_0,0.0
database-tuning,topic_0,0.0
quantlib,topic_0,0.0
uialertaction,topic_0,0.0
unused-variables,topic_0,0.0
gml,topic_0,0.0
unidata,topic_0,0.0
universe,topic_0,0.0
floyd-warshall,topic_0,0.0
multi-table,topic_0,0.0
rrule,topic_0,0.0
powershell-1.0,topic_0,0.0
windows-mobile-6,topic_0,0.0
viewdata,topic_0,0.0
showmodaldialog,topic_0,0.0
data-transfer-objects,topic_0,0.0
portaudio,topic_0,0.0
perl-data-structures,topic_650,0.007971513
speaker,topic_0,0.0
linqdatasource,topic_0,0.0
google-oauth-java-client,topic_0,0.0
client-side-scripting,topic_0,0.0
persistent-connection,topic_0,0.0
borderless,topic_0,0.0
cassandra-cli,topic_0,0.0
android-gesture,topic_0,0.0
zpl-ii,topic_0,0.0
sphinx4,topic_0,0.0
sites,topic_0,0.0
google-data-api,topic_0,0.0
web-user-controls,topic_0,0.0
quartz-composer,topic_0,0.0
ninject-2,topic_0,0.0
hotlinking,topic_0,0.0
text-indent,topic_0,0.0
double-checked-locking,topic_0,0.0
tweetsharp,topic_0,0.0
updateprogress,topic_0,0.0
saiku,topic_0,0.0
gulp-concat,topic_0,0.0
lower-bound,topic_0,0.0
livechat,topic_0,0.0
themeroller,topic_0,0.0
spry,topic_0,0.0
jquery-slider,topic_0,0.0
home-button,topic_0,0.0
imagettftext,topic_0,0.0
websub,topic_0,0.0
emma,topic_0,0.0
cons,topic_0,0.0
grunt-contrib-uglify,topic_0,0.0
sys.path,topic_0,0.0
mura,topic_0,0.0
java-client,topic_0,0.0
fcntl,topic_0,0.0
touchstart,topic_0,0.0
du,topic_0,0.0
git-tfs,topic_0,0.0
mql,topic_0,0.0
deferred-execution,topic_0,0.0
gin,topic_0,0.0
stringi,topic_0,0.0
requestjs,topic_0,0.0
flask-restless,topic_0,0.0
phpthumb,topic_0,0.0
axwindowsmediaplayer,topic_0,0.0
atk4,topic_0,0.0
azure-app-service-plans,topic_0,0.0
fdf,topic_0,0.0
angular2-router,topic_0,0.0
sqlmembershipprovider,topic_0,0.0
transclusion,topic_0,0.0
object-initializers,topic_0,0.0
fitnesse-slim,topic_0,0.0
pathgeometry,topic_0,0.0
imagedownload,topic_0,0.0
scaletransform,topic_0,0.0
android-internet,topic_0,0.0
batterymanager,topic_0,0.0
javascript-intellisense,topic_0,0.0
google-cloud-console,topic_0,0.0
websphere-6.1,topic_0,0.0
apache-wink,topic_0,0.0
uideviceorientation,topic_0,0.0
symbolicate,topic_0,0.0
extjs-grid,topic_0,0.0
jetpack,topic_0,0.0
.when,topic_0,0.0
immediate-window,topic_0,0.0
sunspot-solr,topic_0,0.0
openbsd,topic_0,0.0
3nf,topic_0,0.0
timed,topic_0,0.0
dlna,topic_0,0.0
illegal-characters,topic_0,0.0
catextlayer,topic_0,0.0
zipper,topic_0,0.0
conversion-operator,topic_0,0.0
base-conversion,topic_0,0.0
memory-fences,topic_0,0.0
ruby-1.8.7,topic_0,0.0
cloudfoundry-uaa,topic_0,0.0
vitamio,topic_0,0.0
zingchart,topic_0,0.0
h.265,topic_0,0.0
maven-cargo,topic_0,0.0
formidable,topic_0,0.0
raft,topic_0,0.0
consensus,topic_0,0.0
subtype,topic_0,0.0
mongo-c-driver,topic_0,0.0
meteor-publications,topic_0,0.0
bullet,topic_0,0.0
ember-components,topic_0,0.0
wcf-endpoint,topic_0,0.0
advanced-search,topic_0,0.0
background-fetch,topic_0,0.0
nstimeinterval,topic_0,0.0
pgi,topic_0,0.0
django-login,topic_0,0.0
opentbs,topic_0,0.0
woocommerce-bookings,topic_0,0.0
asp.net-core-viewcomponent,topic_0,0.0
icon-fonts,topic_0,0.0
epplus-4,topic_0,0.0
elfinder,topic_0,0.0
detail,topic_0,0.0
uilongpressgesturerecogni,topic_0,0.0
test-explorer,topic_0,0.0
flying-saucer,topic_0,0.0
session-hijacking,topic_0,0.0
pins,topic_0,0.0
vacuum,topic_0,0.0
ember-cli-mirage,topic_0,0.0
access-point,topic_0,0.0
couchbase-sync-gateway,topic_0,0.0
columnsorting,topic_0,0.0
screen-lock,topic_0,0.0
catch-block,topic_0,0.0
angular-moment,topic_0,0.0
xmlnodelist,topic_0,0.0
tensorflow-gpu,topic_1443,0.0249398
constructor-overloading,topic_0,0.0
serviceloader,topic_0,0.0
html5-template,topic_0,0.0
robobrowser,topic_0,0.0
towers-of-hanoi,topic_0,0.0
jstack,topic_0,0.0
libtiff.net,topic_0,0.0
ng-bind-html,topic_0,0.0
capture-group,topic_0,0.0
barcode-printing,topic_0,0.0
linq-to-dataset,topic_0,0.0
aspectj-maven-plugin,topic_0,0.0
hypermedia,topic_0,0.0
upcasting,topic_0,0.0
orchardcms-1.9,topic_0,0.0
shutdown-hook,topic_0,0.0
dexguard,topic_0,0.0
rooted-device,topic_0,0.0
ccnet-config,topic_0,0.0
database-versioning,topic_0,0.0
360-panorama,topic_0,0.0
google-api-js-client,topic_0,0.0
tasklist,topic_0,0.0
spark-view-engine,topic_0,0.0
james,topic_0,0.0
quicklisp,topic_0,0.0
generator-expression,topic_0,0.0
segments,topic_0,0.0
local-network,topic_0,0.0
sql-limit,topic_0,0.0
firebird2.1,topic_0,0.0
shieldui,topic_0,0.0
ikvm,topic_0,0.0
winusb,topic_0,0.0
ecslidingviewcontroller,topic_0,0.0
symfony-2.2,topic_0,0.0
accelerated-mobile-page,topic_0,0.0
apache-commons-beanutils,topic_0,0.0
azure-cosmosdb-mongoapi,topic_0,0.0
moodle-api,topic_0,0.0
touchableopacity,topic_0,0.0
maven-bundle-plugin,topic_0,0.0
worldpay,topic_0,0.0
imei,topic_0,0.0
kobold2d,topic_0,0.0
pointer-arithmetic,topic_1309,0.033863638
didreceivememorywarning,topic_0,0.0
django-formwizard,topic_0,0.0
query-cache,topic_0,0.0
opennetcf,topic_0,0.0
template-haskell,topic_602,0.031769566
ansible-tower,topic_0,0.0
feign,topic_0,0.0
broccolijs,topic_0,0.0
winscp-net,topic_0,0.0
android-api-levels,topic_0,0.0
hyphen,topic_0,0.0
freepbx,topic_0,0.0
data-files,topic_0,0.0
amd-processor,topic_0,0.0
sanic,topic_0,0.0
peoplepicker,topic_0,0.0
ember-old-router,topic_0,0.0
derived-types,topic_0,0.0
pci,topic_0,0.0
sleep-mode,topic_0,0.0
rotational-matrices,topic_0,0.0
stackexchange-api,topic_0,0.0
abstract-methods,topic_0,0.0
chainer,topic_0,0.0
razorpay,topic_0,0.0
bluestacks,topic_0,0.0
raven,topic_0,0.0
fody,topic_0,0.0
watson-studio,topic_0,0.0
bootstrap-carousel,topic_0,0.0
after-effects,topic_0,0.0
acpi,topic_0,0.0
outlook-calendar,topic_0,0.0
jvm-bytecode,topic_0,0.0
splinter,topic_0,0.0
polymer-3.x,topic_0,0.0
captiveportal,topic_0,0.0
asyncdisplaykit,topic_0,0.0
aspose.pdf,topic_0,0.0
mixer,topic_0,0.0
functools,topic_0,0.0
spring-boot-admin,topic_0,0.0
columnname,topic_0,0.0
side-menu,topic_0,0.0
fullcalendar-3,topic_0,0.0
formcollection,topic_0,0.0
gstreamer-1.0,topic_0,0.0
hypervisor,topic_0,0.0
chipmunk,topic_0,0.0
umask,topic_0,0.0
pycassa,topic_0,0.0
python-db-api,topic_0,0.0
lampp,topic_0,0.0
activitygroup,topic_0,0.0
source-control-explorer,topic_0,0.0
array-intersect,topic_0,0.0
android-mvvm,topic_0,0.0
stan,topic_0,0.0
opendata,topic_0,0.0
sysctl,topic_0,0.0
mlcp,topic_0,0.0
sgml,topic_0,0.0
batch-updates,topic_0,0.0
quickfixj,topic_0,0.0
spelling,topic_0,0.0
report-viewer2010,topic_0,0.0
google-now,topic_0,0.0
zend-pdf,topic_0,0.0
voicexml,topic_0,0.0
tiling,topic_0,0.0
dotnetnuke-5,topic_0,0.0
petrel,topic_0,0.0
ocean,topic_0,0.0
komodoedit,topic_0,0.0
hardware-interface,topic_0,0.0
ocunit,topic_0,0.0
mediacontroller,topic_0,0.0
glassfish-embedded,topic_0,0.0
textmatebundles,topic_0,0.0
zend-framework-mvc,topic_0,0.0
sql-in,topic_0,0.0
datamember,topic_0,0.0
data-entry,topic_0,0.0
nsmutabledata,topic_0,0.0
intrusion-detection,topic_0,0.0
virtual-serial-port,topic_0,0.0
dijit.layout,topic_0,0.0
tabcontainer,topic_0,0.0
colon,topic_0,0.0
ng-map,topic_0,0.0
stax,topic_139,0.035999246
angular2-jwt,topic_0,0.0
mysqli-multi-query,topic_0,0.0
observablelist,topic_0,0.0
nsinvocation,topic_0,0.0
hadoop-plugins,topic_0,0.0
listgrid,topic_0,0.0
ext4,topic_0,0.0
civicrm,topic_0,0.0
active-form,topic_0,0.0
puts,topic_0,0.0
play-slick,topic_0,0.0
ruby-datamapper,topic_0,0.0
jflex,topic_0,0.0
double-pointer,topic_0,0.0
garmin,topic_0,0.0
listselectionlistener,topic_0,0.0
ondestroy,topic_0,0.0
systemtap,topic_0,0.0
having-clause,topic_0,0.0
eclim,topic_0,0.0
elementhost,topic_0,0.0
isomorphism,topic_0,0.0
ipython-parallel,topic_0,0.0
jquery-mobile-listview,topic_0,0.0
uninstaller,topic_0,0.0
motorola-emdk,topic_0,0.0
w3-total-cache,topic_0,0.0
csv-import,topic_0,0.0
xvfb,topic_0,0.0
scrollspy,topic_0,0.0
arraycollection,topic_0,0.0
sql-server-2005-express,topic_0,0.0
project-reference,topic_0,0.0
function-handle,topic_0,0.0
android-websettings,topic_0,0.0
teamcity-7.0,topic_0,0.0
eventual-consistency,topic_0,0.0
ota,topic_0,0.0
window.opener,topic_0,0.0
ln,topic_0,0.0
wireless-connection,topic_0,0.0
xml2,topic_0,0.0
flood-fill,topic_0,0.0
mpfr,topic_0,0.0
pisa,topic_0,0.0
ng2-bootstrap,topic_0,0.0
unwrap,topic_0,0.0
dead-letter,topic_0,0.0
node-async,topic_0,0.0
htmlpurifier,topic_0,0.0
cmder,topic_0,0.0
neuroscience,topic_0,0.0
qevent,topic_0,0.0
flask-security,topic_0,0.0
retaincount,topic_0,0.0
executequery,topic_0,0.0
cortana-intelligence,topic_0,0.0
fresco,topic_0,0.0
pg-search,topic_0,0.0
onmousedown,topic_0,0.0
lru,topic_0,0.0
facebook-iframe,topic_0,0.0
gamepad,topic_0,0.0
wso2dss,topic_502,0.029519903
scylla,topic_0,0.0
java.util.calendar,topic_0,0.0
cyrillic,topic_0,0.0
xcode9.2,topic_0,0.0
doctrine-1.2,topic_0,0.0
angularjs-1.6,topic_0,0.0
exacttarget,topic_0,0.0
pyscripter,topic_0,0.0
insert-select,topic_0,0.0
vpython,topic_0,0.0
xsd-1.1,topic_0,0.0
libspotify,topic_0,0.0
clojure-contrib,topic_0,0.0
http-options-method,topic_0,0.0
paintevent,topic_0,0.0
citations,topic_0,0.0
database-first,topic_0,0.0
powerdesigner,topic_0,0.0
duplication,topic_0,0.0
sugarorm,topic_0,0.0
pdcurses,topic_0,0.0
alibaba-cloud,topic_0,0.0
vsftpd,topic_0,0.0
reflector,topic_0,0.0
opengl-es-3.0,topic_0,0.0
android-app-indexing,topic_0,0.0
windows-update,topic_0,0.0
yii2-model,topic_0,0.0
lto,topic_0,0.0
struts1,topic_0,0.0
storefront,topic_0,0.0
infovis,topic_0,0.0
spring-statemachine,topic_0,0.0
react-scripts,topic_0,0.0
coldbox,topic_0,0.0
stormcrawler,topic_0,0.0
gridstack,topic_0,0.0
elasticsearch-dsl,topic_0,0.0
microsoft-translator,topic_0,0.0
jsr223,topic_0,0.0
origen-sdk,topic_0,0.0
dcmtk,topic_0,0.0
page-load-time,topic_0,0.0
ionic-v1,topic_0,0.0
boost-hana,topic_0,0.0
jira-rest-java-api,topic_0,0.0
aot,topic_0,0.0
chunked,topic_0,0.0
pango,topic_0,0.0
networkextension,topic_0,0.0
dac,topic_0,0.0
simplewebrtc,topic_0,0.0
mrtk,topic_0,0.0
node-ffi,topic_0,0.0
cisco-ios,topic_0,0.0
qmediaplayer,topic_0,0.0
language-model,topic_0,0.0
split-apply-combine,topic_0,0.0
tmap,topic_0,0.0
object-oriented-database,topic_0,0.0
traitsui,topic_0,0.0
javax,topic_0,0.0
